user_id,song_id,title,rating
user_93,114,Thất Tình,3
user_155,119,Váy Cưới,2
user_243,23,Có Ai Hẹn Hò Cùng Em Chưa,1
user_34,165,Độc Thân Không Phải Là Ế,3
user_293,166,Ừ Có Anh Đây,3
user_159,86,Tay To,4
user_56,108,Thằng Điên,5
user_284,54,Làm Người Yêu Anh Nhé Baby,5
user_201,10,Ba Kể Con Nghe,1
user_243,102,Simple Love,1
user_210,158,Ông Bà Anh,5
user_165,54,Làm Người Yêu Anh Nhé Baby,5
user_149,31,Em Không Quay Về,3
user_106,71,Nghe Bài Này Đi Em,4
user_168,36,Forget Me Now,3
user_232,132,Internet Love,4
user_214,14,Bạn Đời,4
user_41,131,Từng Quen,2
user_89,117,Ba,3
user_194,158,Ông Bà Anh,2
user_267,51,Liệu Giờ,2
user_294,55,Lưu Luyến Sau Chia Tay,2
user_238,132,Internet Love,3
user_255,55,Lưu Luyến Sau Chia Tay,3
user_120,26,Người Có Thương,4
user_59,87,Rồi Một Ngày,4
user_132,89,Lan Man,3
user_263,113,Thì Thầm Thích Thả Thính,1
user_247,45,Hẹn Em Kiếp Sau,1
user_145,50,Kém Duyên,5
user_80,115,Nghe Em,1
user_22,118,Mẹ,5
user_109,122,Tình Ka Ngọt Ngào,4
user_127,69,Mắt Nice Cha Cha Tune,5
user_3,97,Em Thích,3
user_162,60,Lỡ Say Bye Là Bye,3
user_22,153,Nếu Ngày Ấy,1
user_132,11,Bao Lâu Ta Lại Yêu Một Người,1
user_203,72,Ngủ Sớm Đi Em,4
user_86,51,Liệu Giờ,2
user_293,122,Tình Ka Ngọt Ngào,5
user_34,50,Kém Duyên,3
user_42,24,Cô Gái Này Là Của Ai,4
user_233,43,Hãy Nói Đi,4
user_65,78,10 Ngàn Năm,4
user_187,138,Shhhhhhh...,5
user_237,14,Bạn Đời,1
user_207,111,Thu Cuối,5
user_295,66,Miên Man,4
user_82,150,Có Hẹn Với Thanh Xuân,4
user_284,7,Anh Thương Em Nhất Mà,1
user_99,161,Đêm Trăng Tình Yêu,2
user_118,120,Trước Khi Em Tồn Tại,2
user_36,68,Mơ,1
user_154,139,Thích Em Hơi Nhiều,4
user_200,26,Người Có Thương,1
user_286,40,Lần Hẹn Hò Đầu Tiên,3
user_8,115,Nghe Em,4
user_188,114,Thất Tình,3
user_247,8,Anh Vẫn OK,1
user_72,133,Va Vào Giai Điệu Này,2
user_247,76,Tell The Kids I Love Them,5
user_38,81,Phố Cũ Còn Anh,4
user_118,56,Lạ Lùng,4
user_257,125,Tình Ca Tình Ta,4
user_107,142,Xe Đạp,1
user_172,36,Forget Me Now,3
user_272,69,Mắt Nice Cha Cha Tune,3
user_70,155,Tình Yêu Chậm Trễ,4
user_258,29,Dù Cho Mai Về Sau,3
user_78,35,Từ Chối Hiểu X Melody,4
user_119,109,Mai Mình Xa,5
user_192,127,Già Cùng Nhau Là Được,4
user_91,43,Hãy Nói Đi,2
user_201,80,Proud,2
user_258,85,Chịu Cách Mình Nói Thua,4
user_173,126,Tình Cờ Tôi Thích Em,1
user_101,64,Muốn Quên Được Em,5
user_189,5,Anh Biết,4
user_104,110,Tell Ur Mom II,5
user_93,119,Váy Cưới,2
user_44,81,Phố Cũ Còn Anh,2
user_147,39,Chưa Phải Là Yêu,4
user_245,109,Mai Mình Xa,5
user_90,41,Phố Đã Lên Đèn,3
user_54,79,Như Anh Mơ,3
user_223,31,Em Không Quay Về,1
user_37,59,Lệ Lưu Ly,5
user_119,52,Em Của Anh Đừng Của Ai,3
user_136,136,3107-4,5
user_130,119,Váy Cưới,5
user_243,55,Lưu Luyến Sau Chia Tay,2
user_71,157,Ánh Sao Và Bầu Trời,1
user_259,151,Em Làm Gì Mùa Dịch,5
user_104,62,Mưa Cứ Rơi,2
user_111,28,Từ Ngày Em Đến,5
user_159,116,Thắc Mắc,2
user_187,86,Tay To,5
user_280,13,Bông Hoa Chẳng Thuộc Về Ta,2
user_277,115,Nghe Em,4
user_170,32,Em Còn Nhớ Anh Không,4
user_46,18,Chuyện Đôi Ta,1
user_183,67,Mùa Luyến Lưu,4
user_285,150,Có Hẹn Với Thanh Xuân,5
user_142,77,Your Smile,3
user_164,113,Thì Thầm Thích Thả Thính,1
user_76,115,Nghe Em,1
user_235,87,Rồi Một Ngày,2
user_278,126,Tình Cờ Tôi Thích Em,2
user_190,102,Simple Love,4
user_10,6,Anh Mệt Rồi,1
user_195,55,Lưu Luyến Sau Chia Tay,5
user_194,105,Sóng,1
user_208,77,Your Smile,2
user_206,11,Bao Lâu Ta Lại Yêu Một Người,5
user_167,123,Tình Đầu,3
user_203,133,Va Vào Giai Điệu Này,3
user_67,25,Cô Gái M52,2
user_205,41,Phố Đã Lên Đèn,5
user_272,119,Váy Cưới,5
user_246,132,Internet Love,2
user_272,87,Rồi Một Ngày,4
user_190,162,Tình Cờ Yêu Em,4
user_157,75,Cho Ba Mẹ,5
user_295,81,Phố Cũ Còn Anh,2
user_87,114,Thất Tình,1
user_111,126,Tình Cờ Tôi Thích Em,1
user_140,16,Cháu Xin Lỗi Chú,2
user_286,105,Sóng,1
user_130,123,Tình Đầu,4
user_75,13,Bông Hoa Chẳng Thuộc Về Ta,2
user_92,64,Muốn Quên Được Em,4
user_11,75,Cho Ba Mẹ,5
user_72,31,Em Không Quay Về,3
user_261,128,Tương Tư,3
user_155,27,Một Nhà,5
user_209,7,Anh Thương Em Nhất Mà,4
user_111,118,Mẹ,5
user_107,109,Mai Mình Xa,1
user_162,49,Không Yêu Xin Đừng Nói,4
user_157,89,Lan Man,2
user_100,156,Vaicaunoicokhiennguoithaydoi,3
user_298,101,Sau Tất Cả,5
user_292,123,Tình Đầu,4
user_188,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,1
user_89,159,Đúng Người Đúng Thời Điểm,1
user_256,7,Anh Thương Em Nhất Mà,4
user_18,116,Thắc Mắc,2
user_100,143,Xin Lỗi Vì Đã Yêu Nhau,4
user_110,69,Mắt Nice Cha Cha Tune,1
user_7,166,Ừ Có Anh Đây,5
user_141,155,Tình Yêu Chậm Trễ,1
user_146,102,Simple Love,2
user_219,37,Ghé Qua,4
user_62,157,Ánh Sao Và Bầu Trời,4
user_141,67,Mùa Luyến Lưu,5
user_147,107,Thiên Thần Tình Yêu,5
user_125,89,Lan Man,1
user_129,79,Như Anh Mơ,5
user_115,65,Muốn Được Cùng Em,5
user_22,20,Chờ Đợi Có Đáng Sợ,1
user_230,25,Cô Gái M52,2
user_20,145,Yêu Nhiều Ghen Nhiều,2
user_224,23,Có Ai Hẹn Hò Cùng Em Chưa,5
user_85,53,Xứng Đôi Cưới Thôi,3
user_241,124,Tình Yêu Ngủ Quên,1
user_263,142,Xe Đạp,5
user_242,36,Forget Me Now,5
user_122,46,Hẹn Em Ở Lần Yêu Thứ 2,3
user_153,10,Ba Kể Con Nghe,2
user_189,84,Quá Lâu,4
user_123,75,Cho Ba Mẹ,4
user_289,130,"Tệ Thật, Anh Nhớ Em",2
user_99,129,Tết Đong Đầy,3
user_153,89,Lan Man,5
user_49,90,Nhắn Nhủ,4
user_216,60,Lỡ Say Bye Là Bye,1
user_129,43,Hãy Nói Đi,3
user_47,29,Dù Cho Mai Về Sau,1
user_126,117,Ba,4
user_2,115,Nghe Em,5
user_200,40,Lần Hẹn Hò Đầu Tiên,5
user_211,130,"Tệ Thật, Anh Nhớ Em",3
user_81,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,4
user_90,90,Nhắn Nhủ,1
user_222,135,3107-3,1
user_235,109,Mai Mình Xa,3
user_233,84,Quá Lâu,1
user_211,24,Cô Gái Này Là Của Ai,3
user_194,19,Chẳng Còn Thời Gian Ấy,3
user_62,52,Em Của Anh Đừng Của Ai,3
user_207,54,Làm Người Yêu Anh Nhé Baby,3
user_154,161,Đêm Trăng Tình Yêu,5
user_235,3,Anh Sẽ Đón Em,5
user_8,22,Crying Over You,5
user_120,47,Hẹn Ngày Mai Yêu,4
user_72,26,Người Có Thương,4
user_226,74,Nếu Biết Đó Là Lần Cuối,2
user_65,100,Sau Những Lần Đau,5
user_232,158,Ông Bà Anh,4
user_281,111,Thu Cuối,2
user_250,157,Ánh Sao Và Bầu Trời,5
user_174,13,Bông Hoa Chẳng Thuộc Về Ta,2
user_209,128,Tương Tư,5
user_178,116,Thắc Mắc,1
user_4,67,Mùa Luyến Lưu,3
user_275,100,Sau Những Lần Đau,5
user_283,16,Cháu Xin Lỗi Chú,1
user_114,123,Tình Đầu,4
user_223,28,Từ Ngày Em Đến,2
user_235,6,Anh Mệt Rồi,4
user_106,47,Hẹn Ngày Mai Yêu,5
user_213,138,Shhhhhhh...,3
user_162,91,Buồn Hay Vui,3
user_75,54,Làm Người Yêu Anh Nhé Baby,4
user_39,2,2+3=5,1
user_225,70,Những Lời Hứa Bỏ Quên,5
user_73,80,Proud,2
user_66,5,Anh Biết,5
user_175,84,Quá Lâu,4
user_170,144,Yêu Không Cần Hứa,5
user_185,13,Bông Hoa Chẳng Thuộc Về Ta,1
user_107,29,Dù Cho Mai Về Sau,5
user_252,63,Muốn Nói Với Em,2
user_136,101,Sau Tất Cả,4
user_265,89,Lan Man,3
user_58,37,Ghé Qua,2
user_37,89,Lan Man,3
user_137,95,Rượu Tình,1
user_292,75,Cho Ba Mẹ,4
user_274,9,Anh Đã Từ Bỏ Rồi Đấy,5
user_91,32,Em Còn Nhớ Anh Không,3
user_83,98,Iu Là Đây,1
user_56,34,Em Là Nhất,5
user_294,1,1 Phút,4
user_136,7,Anh Thương Em Nhất Mà,5
user_151,45,Hẹn Em Kiếp Sau,2
user_63,90,Nhắn Nhủ,1
user_32,63,Muốn Nói Với Em,1
user_30,150,Có Hẹn Với Thanh Xuân,4
user_132,38,Không Thể Say,1
user_119,95,Rượu Tình,3
user_178,79,Như Anh Mơ,5
user_76,146,Yêu Người Như Anh,3
user_105,112,Thêm Bao Nhiêu Lâu,1
user_210,116,Thắc Mắc,5
user_119,106,Chúng Ta Của Hiện Tại,3
user_293,28,Từ Ngày Em Đến,1
user_50,7,Anh Thương Em Nhất Mà,4
user_87,144,Yêu Không Cần Hứa,3
user_153,26,Người Có Thương,5
user_44,90,Nhắn Nhủ,1
user_239,149,Chuyện Chúng Ta Sau Này,4
user_98,87,Rồi Một Ngày,5
user_285,64,Muốn Quên Được Em,1
user_18,42,Lưu Số Em Đi,1
user_227,131,Từng Quen,1
user_273,43,Hãy Nói Đi,5
user_101,142,Xe Đạp,3
user_126,73,Như Anh Đã Thấy Em,3
user_179,29,Dù Cho Mai Về Sau,2
user_183,156,Vaicaunoicokhiennguoithaydoi,2
user_78,48,Cứ Chill Thôi,4
user_164,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,5
user_238,79,Như Anh Mơ,4
user_57,126,Tình Cờ Tôi Thích Em,4
user_18,127,Già Cùng Nhau Là Được,5
user_214,7,Anh Thương Em Nhất Mà,4
user_203,109,Mai Mình Xa,1
user_80,139,Thích Em Hơi Nhiều,5
user_26,78,10 Ngàn Năm,3
user_272,126,Tình Cờ Tôi Thích Em,4
user_200,110,Tell Ur Mom II,1
user_185,45,Hẹn Em Kiếp Sau,1
user_87,130,"Tệ Thật, Anh Nhớ Em",5
user_62,117,Ba,4
user_94,26,Người Có Thương,3
user_176,161,Đêm Trăng Tình Yêu,5
user_278,55,Lưu Luyến Sau Chia Tay,4
user_34,137,Id 072019,1
user_31,76,Tell The Kids I Love Them,1
user_11,106,Chúng Ta Của Hiện Tại,3
user_69,61,Mashup Lỡ Duyên,4
user_141,61,Mashup Lỡ Duyên,4
user_101,105,Sóng,2
user_210,141,Wrong Times,1
user_138,70,Những Lời Hứa Bỏ Quên,1
user_273,24,Cô Gái Này Là Của Ai,1
user_100,160,Đâu Ai Dám Hứa,1
user_17,88,Anh Chỉ Muốn,1
user_91,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,4
user_157,133,Va Vào Giai Điệu Này,2
user_8,24,Cô Gái Này Là Của Ai,2
user_53,65,Muốn Được Cùng Em,3
user_296,25,Cô Gái M52,2
user_30,161,Đêm Trăng Tình Yêu,1
user_185,102,Simple Love,3
user_163,1,1 Phút,5
user_224,144,Yêu Không Cần Hứa,3
user_258,23,Có Ai Hẹn Hò Cùng Em Chưa,1
user_110,150,Có Hẹn Với Thanh Xuân,3
user_52,118,Mẹ,4
user_109,70,Những Lời Hứa Bỏ Quên,3
user_34,99,Suýt Nữa Thì,5
user_263,165,Độc Thân Không Phải Là Ế,1
user_107,67,Mùa Luyến Lưu,2
user_188,104,Ngồi Nhìn Em Khóc,3
user_273,115,Nghe Em,4
user_290,29,Dù Cho Mai Về Sau,1
user_215,18,Chuyện Đôi Ta,3
user_134,113,Thì Thầm Thích Thả Thính,5
user_158,105,Sóng,4
user_274,11,Bao Lâu Ta Lại Yêu Một Người,3
user_22,60,Lỡ Say Bye Là Bye,2
user_284,135,3107-3,2
user_84,10,Ba Kể Con Nghe,1
user_93,4,Anh Thề Đấy,3
user_160,115,Nghe Em,5
user_49,50,Kém Duyên,2
user_213,99,Suýt Nữa Thì,5
user_229,152,Đắm Tình,2
user_8,43,Hãy Nói Đi,3
user_43,94,Người Em Cố Đô,1
user_72,12,Tết Này Con Sẽ Về,4
user_161,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,3
user_120,59,Lệ Lưu Ly,5
user_211,20,Chờ Đợi Có Đáng Sợ,4
user_233,49,Không Yêu Xin Đừng Nói,2
user_287,153,Nếu Ngày Ấy,3
user_133,108,Thằng Điên,3
user_155,105,Sóng,4
user_104,119,Váy Cưới,5
user_102,115,Nghe Em,5
user_275,16,Cháu Xin Lỗi Chú,3
user_227,152,Đắm Tình,5
user_282,28,Từ Ngày Em Đến,5
user_253,155,Tình Yêu Chậm Trễ,2
user_96,129,Tết Đong Đầy,2
user_65,122,Tình Ka Ngọt Ngào,5
user_12,36,Forget Me Now,3
user_32,66,Miên Man,4
user_191,37,Ghé Qua,1
user_102,1,1 Phút,1
user_116,97,Em Thích,3
user_256,145,Yêu Nhiều Ghen Nhiều,3
user_19,1,1 Phút,5
user_121,30,Dừng Thương,3
user_272,93,Khi Mà,2
user_64,33,Em Là Hoàng Hôn,5
user_32,135,3107-3,4
user_152,60,Lỡ Say Bye Là Bye,3
user_238,7,Anh Thương Em Nhất Mà,1
user_15,2,2+3=5,5
user_285,83,Bông Hoa Đẹp Nhất,4
user_201,93,Khi Mà,5
user_199,46,Hẹn Em Ở Lần Yêu Thứ 2,2
user_173,45,Hẹn Em Kiếp Sau,3
user_27,139,Thích Em Hơi Nhiều,1
user_262,5,Anh Biết,1
user_243,65,Muốn Được Cùng Em,5
user_94,74,Nếu Biết Đó Là Lần Cuối,2
user_153,99,Suýt Nữa Thì,4
user_72,4,Anh Thề Đấy,2
user_52,52,Em Của Anh Đừng Của Ai,5
user_66,42,Lưu Số Em Đi,2
user_282,95,Rượu Tình,4
user_2,135,3107-3,2
user_93,111,Thu Cuối,4
user_165,64,Muốn Quên Được Em,4
user_87,86,Tay To,4
user_169,120,Trước Khi Em Tồn Tại,4
user_62,152,Đắm Tình,1
user_182,9,Anh Đã Từ Bỏ Rồi Đấy,2
user_9,164,Để Anh Một Mình,2
user_113,151,Em Làm Gì Mùa Dịch,2
user_229,131,Từng Quen,4
user_79,55,Lưu Luyến Sau Chia Tay,4
user_136,9,Anh Đã Từ Bỏ Rồi Đấy,2
user_51,131,Từng Quen,5
user_212,94,Người Em Cố Đô,4
user_182,135,3107-3,2
user_263,27,Một Nhà,5
user_114,76,Tell The Kids I Love Them,1
user_223,63,Muốn Nói Với Em,5
user_57,49,Không Yêu Xin Đừng Nói,3
user_34,56,Lạ Lùng,5
user_182,160,Đâu Ai Dám Hứa,5
user_192,93,Khi Mà,3
user_49,1,1 Phút,2
user_244,99,Suýt Nữa Thì,1
user_300,12,Tết Này Con Sẽ Về,5
user_249,128,Tương Tư,2
user_74,13,Bông Hoa Chẳng Thuộc Về Ta,1
user_112,88,Anh Chỉ Muốn,3
user_234,147,Yêu Người Có Ước Mơ,2
user_215,106,Chúng Ta Của Hiện Tại,3
user_15,115,Nghe Em,4
user_117,52,Em Của Anh Đừng Của Ai,2
user_229,143,Xin Lỗi Vì Đã Yêu Nhau,5
user_220,118,Mẹ,2
user_26,54,Làm Người Yêu Anh Nhé Baby,4
user_183,125,Tình Ca Tình Ta,4
user_97,34,Em Là Nhất,3
user_229,121,Tâm Sự Tuổi 30,4
user_1,51,Liệu Giờ,4
user_58,116,Thắc Mắc,1
user_296,13,Bông Hoa Chẳng Thuộc Về Ta,4
user_167,130,"Tệ Thật, Anh Nhớ Em",2
user_131,71,Nghe Bài Này Đi Em,3
user_87,149,Chuyện Chúng Ta Sau Này,3
user_87,157,Ánh Sao Và Bầu Trời,1
user_241,119,Váy Cưới,3
user_41,79,Như Anh Mơ,5
user_234,29,Dù Cho Mai Về Sau,4
user_204,73,Như Anh Đã Thấy Em,4
user_8,138,Shhhhhhh...,4
user_44,127,Già Cùng Nhau Là Được,5
user_282,117,Ba,5
user_274,19,Chẳng Còn Thời Gian Ấy,3
user_155,137,Id 072019,2
user_147,75,Cho Ba Mẹ,1
user_299,153,Nếu Ngày Ấy,4
user_96,2,2+3=5,2
user_225,22,Crying Over You,3
user_205,103,Suy Nghĩ Trong Anh,3
user_223,6,Anh Mệt Rồi,5
user_141,81,Phố Cũ Còn Anh,5
user_88,126,Tình Cờ Tôi Thích Em,4
user_42,18,Chuyện Đôi Ta,4
user_35,43,Hãy Nói Đi,3
user_300,136,3107-4,1
user_46,56,Lạ Lùng,4
user_289,62,Mưa Cứ Rơi,2
user_244,26,Người Có Thương,4
user_187,113,Thì Thầm Thích Thả Thính,5
user_169,148,Yêu Đơn Phương Là Gì,5
user_64,119,Váy Cưới,3
user_38,11,Bao Lâu Ta Lại Yêu Một Người,1
user_258,72,Ngủ Sớm Đi Em,3
user_110,47,Hẹn Ngày Mai Yêu,3
user_211,66,Miên Man,2
user_196,42,Lưu Số Em Đi,2
user_197,120,Trước Khi Em Tồn Tại,1
user_130,114,Thất Tình,2
user_237,101,Sau Tất Cả,4
user_97,126,Tình Cờ Tôi Thích Em,1
user_104,48,Cứ Chill Thôi,5
user_37,48,Cứ Chill Thôi,2
user_107,116,Thắc Mắc,2
user_112,37,Ghé Qua,1
user_116,72,Ngủ Sớm Đi Em,3
user_174,149,Chuyện Chúng Ta Sau Này,5
user_62,123,Tình Đầu,5
user_233,121,Tâm Sự Tuổi 30,3
user_282,126,Tình Cờ Tôi Thích Em,3
user_224,61,Mashup Lỡ Duyên,3
user_174,108,Thằng Điên,2
user_55,33,Em Là Hoàng Hôn,2
user_130,60,Lỡ Say Bye Là Bye,2
user_62,128,Tương Tư,2
user_5,11,Bao Lâu Ta Lại Yêu Một Người,1
user_90,77,Your Smile,1
user_61,44,Hông Về Tình Yêu,5
user_41,31,Em Không Quay Về,3
user_78,103,Suy Nghĩ Trong Anh,2
user_50,22,Crying Over You,1
user_248,114,Thất Tình,2
user_261,61,Mashup Lỡ Duyên,4
user_239,113,Thì Thầm Thích Thả Thính,5
user_37,1,1 Phút,5
user_269,55,Lưu Luyến Sau Chia Tay,1
user_194,24,Cô Gái Này Là Của Ai,5
user_81,15,Bỏ Em Vào Balo,3
user_83,100,Sau Những Lần Đau,3
user_216,20,Chờ Đợi Có Đáng Sợ,5
user_83,89,Lan Man,1
user_61,108,Thằng Điên,4
user_138,86,Tay To,3
user_201,118,Mẹ,3
user_247,72,Ngủ Sớm Đi Em,5
user_143,108,Thằng Điên,2
user_186,82,Querry,4
user_224,11,Bao Lâu Ta Lại Yêu Một Người,5
user_270,106,Chúng Ta Của Hiện Tại,5
user_79,18,Chuyện Đôi Ta,5
user_125,12,Tết Này Con Sẽ Về,3
user_245,17,Con Trai Cưng,2
user_199,68,Mơ,1
user_147,7,Anh Thương Em Nhất Mà,4
user_2,72,Ngủ Sớm Đi Em,3
user_65,156,Vaicaunoicokhiennguoithaydoi,1
user_72,100,Sau Những Lần Đau,3
user_28,55,Lưu Luyến Sau Chia Tay,2
user_127,155,Tình Yêu Chậm Trễ,2
user_263,78,10 Ngàn Năm,2
user_206,55,Lưu Luyến Sau Chia Tay,3
user_109,65,Muốn Được Cùng Em,2
user_175,14,Bạn Đời,5
user_52,110,Tell Ur Mom II,4
user_62,129,Tết Đong Đầy,5
user_166,57,Lạc Vào Trong Mơ,4
user_263,148,Yêu Đơn Phương Là Gì,2
user_271,99,Suýt Nữa Thì,3
user_84,145,Yêu Nhiều Ghen Nhiều,1
user_51,63,Muốn Nói Với Em,4
user_99,87,Rồi Một Ngày,4
user_127,48,Cứ Chill Thôi,5
user_218,107,Thiên Thần Tình Yêu,2
user_45,59,Lệ Lưu Ly,3
user_104,147,Yêu Người Có Ước Mơ,3
user_249,146,Yêu Người Như Anh,3
user_183,61,Mashup Lỡ Duyên,5
user_202,34,Em Là Nhất,2
user_41,46,Hẹn Em Ở Lần Yêu Thứ 2,3
user_12,47,Hẹn Ngày Mai Yêu,4
user_26,114,Thất Tình,2
user_207,116,Thắc Mắc,2
user_149,160,Đâu Ai Dám Hứa,3
user_290,166,Ừ Có Anh Đây,4
user_17,44,Hông Về Tình Yêu,2
user_264,30,Dừng Thương,4
user_153,123,Tình Đầu,2
user_199,157,Ánh Sao Và Bầu Trời,3
user_131,149,Chuyện Chúng Ta Sau Này,3
user_151,161,Đêm Trăng Tình Yêu,3
user_58,130,"Tệ Thật, Anh Nhớ Em",3
user_300,37,Ghé Qua,1
user_100,49,Không Yêu Xin Đừng Nói,1
user_107,138,Shhhhhhh...,3
user_280,155,Tình Yêu Chậm Trễ,5
user_194,67,Mùa Luyến Lưu,1
user_287,93,Khi Mà,5
user_143,125,Tình Ca Tình Ta,5
user_141,95,Rượu Tình,1
user_60,139,Thích Em Hơi Nhiều,2
user_263,130,"Tệ Thật, Anh Nhớ Em",4
user_245,28,Từ Ngày Em Đến,5
user_174,90,Nhắn Nhủ,4
user_70,136,3107-4,1
user_280,27,Một Nhà,3
user_220,71,Nghe Bài Này Đi Em,4
user_77,25,Cô Gái M52,2
user_289,69,Mắt Nice Cha Cha Tune,3
user_19,135,3107-3,3
user_68,158,Ông Bà Anh,2
user_262,29,Dù Cho Mai Về Sau,4
user_134,119,Váy Cưới,3
user_182,156,Vaicaunoicokhiennguoithaydoi,1
user_104,15,Bỏ Em Vào Balo,3
user_60,133,Va Vào Giai Điệu Này,1
user_291,18,Chuyện Đôi Ta,3
user_50,151,Em Làm Gì Mùa Dịch,1
user_295,126,Tình Cờ Tôi Thích Em,4
user_84,159,Đúng Người Đúng Thời Điểm,3
user_45,11,Bao Lâu Ta Lại Yêu Một Người,3
user_161,111,Thu Cuối,4
user_136,18,Chuyện Đôi Ta,1
user_90,120,Trước Khi Em Tồn Tại,3
user_53,136,3107-4,4
user_126,22,Crying Over You,2
user_173,94,Người Em Cố Đô,5
user_133,76,Tell The Kids I Love Them,1
user_133,20,Chờ Đợi Có Đáng Sợ,2
user_256,77,Your Smile,2
user_79,45,Hẹn Em Kiếp Sau,1
user_129,128,Tương Tư,2
user_81,147,Yêu Người Có Ước Mơ,3
user_280,7,Anh Thương Em Nhất Mà,3
user_241,165,Độc Thân Không Phải Là Ế,5
user_288,118,Mẹ,1
user_6,54,Làm Người Yêu Anh Nhé Baby,5
user_7,47,Hẹn Ngày Mai Yêu,3
user_118,45,Hẹn Em Kiếp Sau,2
user_174,156,Vaicaunoicokhiennguoithaydoi,3
user_23,121,Tâm Sự Tuổi 30,1
user_167,87,Rồi Một Ngày,1
user_289,9,Anh Đã Từ Bỏ Rồi Đấy,4
user_266,5,Anh Biết,2
user_154,115,Nghe Em,5
user_239,55,Lưu Luyến Sau Chia Tay,1
user_57,17,Con Trai Cưng,2
user_77,143,Xin Lỗi Vì Đã Yêu Nhau,2
user_254,148,Yêu Đơn Phương Là Gì,4
user_136,17,Con Trai Cưng,1
user_160,63,Muốn Nói Với Em,5
user_60,82,Querry,1
user_152,131,Từng Quen,5
user_171,58,Lấy Chồng Sớm Làm Gì,4
user_123,51,Liệu Giờ,4
user_266,136,3107-4,1
user_108,16,Cháu Xin Lỗi Chú,1
user_256,165,Độc Thân Không Phải Là Ế,5
user_218,38,Không Thể Say,4
user_197,74,Nếu Biết Đó Là Lần Cuối,4
user_155,104,Ngồi Nhìn Em Khóc,2
user_19,136,3107-4,2
user_81,30,Dừng Thương,4
user_49,28,Từ Ngày Em Đến,4
user_49,14,Bạn Đời,5
user_19,30,Dừng Thương,4
user_225,118,Mẹ,4
user_43,146,Yêu Người Như Anh,4
user_292,19,Chẳng Còn Thời Gian Ấy,2
user_121,80,Proud,1
user_156,2,2+3=5,3
user_162,50,Kém Duyên,4
user_248,13,Bông Hoa Chẳng Thuộc Về Ta,5
user_120,130,"Tệ Thật, Anh Nhớ Em",3
user_145,23,Có Ai Hẹn Hò Cùng Em Chưa,2
user_24,77,Your Smile,3
user_230,41,Phố Đã Lên Đèn,3
user_288,67,Mùa Luyến Lưu,4
user_57,144,Yêu Không Cần Hứa,5
user_284,79,Như Anh Mơ,1
user_297,150,Có Hẹn Với Thanh Xuân,5
user_65,77,Your Smile,5
user_21,57,Lạc Vào Trong Mơ,4
user_273,78,10 Ngàn Năm,1
user_259,35,Từ Chối Hiểu X Melody,4
user_134,88,Anh Chỉ Muốn,3
user_5,74,Nếu Biết Đó Là Lần Cuối,5
user_115,16,Cháu Xin Lỗi Chú,5
user_49,20,Chờ Đợi Có Đáng Sợ,3
user_81,78,10 Ngàn Năm,1
user_137,48,Cứ Chill Thôi,5
user_34,63,Muốn Nói Với Em,5
user_119,98,Iu Là Đây,5
user_95,134,3107,5
user_237,42,Lưu Số Em Đi,1
user_94,107,Thiên Thần Tình Yêu,2
user_65,163,Đếm Ngày Xa Em,3
user_27,78,10 Ngàn Năm,2
user_80,102,Simple Love,3
user_15,6,Anh Mệt Rồi,3
user_134,72,Ngủ Sớm Đi Em,1
user_273,112,Thêm Bao Nhiêu Lâu,1
user_1,78,10 Ngàn Năm,1
user_274,53,Xứng Đôi Cưới Thôi,2
user_198,101,Sau Tất Cả,5
user_144,91,Buồn Hay Vui,4
user_27,144,Yêu Không Cần Hứa,2
user_139,57,Lạc Vào Trong Mơ,1
user_190,124,Tình Yêu Ngủ Quên,5
user_113,79,Như Anh Mơ,3
user_220,120,Trước Khi Em Tồn Tại,3
user_245,119,Váy Cưới,3
user_120,1,1 Phút,1
user_67,145,Yêu Nhiều Ghen Nhiều,4
user_42,48,Cứ Chill Thôi,4
user_226,160,Đâu Ai Dám Hứa,1
user_203,66,Miên Man,1
user_224,25,Cô Gái M52,3
user_71,156,Vaicaunoicokhiennguoithaydoi,1
user_95,15,Bỏ Em Vào Balo,2
user_178,157,Ánh Sao Và Bầu Trời,2
user_94,2,2+3=5,5
user_151,32,Em Còn Nhớ Anh Không,5
user_199,120,Trước Khi Em Tồn Tại,4
user_113,135,3107-3,4
user_244,24,Cô Gái Này Là Của Ai,3
user_154,164,Để Anh Một Mình,2
user_17,34,Em Là Nhất,5
user_173,75,Cho Ba Mẹ,5
user_149,164,Để Anh Một Mình,5
user_180,68,Mơ,5
user_232,45,Hẹn Em Kiếp Sau,3
user_228,115,Nghe Em,5
user_6,85,Chịu Cách Mình Nói Thua,5
user_148,9,Anh Đã Từ Bỏ Rồi Đấy,4
user_91,3,Anh Sẽ Đón Em,1
user_181,50,Kém Duyên,4
user_223,47,Hẹn Ngày Mai Yêu,2
user_53,166,Ừ Có Anh Đây,4
user_225,166,Ừ Có Anh Đây,1
user_19,78,10 Ngàn Năm,4
user_272,83,Bông Hoa Đẹp Nhất,1
